Description: CO2 (13K)
      freq [cm-1]    absorbance      imag pt (k)       real pt (n)
       3278.4450    0.0087200000    0.0053160000       1.2103520
       3278.6870    0.0087500000    0.0053340000       1.2104090
       3278.9270    0.0087700000    0.0053460000       1.2103310
       3279.1690    0.0087600000    0.0053380000       1.2103610
       3279.4100    0.0087300000    0.0053200000       1.2103460
       3279.6510    0.0087200000    0.0053140000       1.2103600
       3279.8920    0.0087400000    0.0053260000       1.2103670
       3280.1330    0.0087600000    0.0053380000       1.2103560
       3280.3740    0.0087600000    0.0053370000       1.2103430
       3280.6150    0.0087500000    0.0053320000       1.2103270
       3280.8560    0.0087200000    0.0053110000       1.2103160
       3281.0970    0.0086800000    0.0052870000       1.2103190
       3281.3380    0.0086500000    0.0052670000       1.2103400
       3281.5790    0.0086500000    0.0052690000       1.2103640
       3281.8200    0.0086600000    0.0052730000       1.2103780
       3282.0610    0.0086700000    0.0052800000       1.2103960
       3282.3020    0.0086900000    0.0052920000       1.2104140
       3282.5430    0.0087500000    0.0053260000       1.2104350
       3282.7840    0.0088300000    0.0053760000       1.2104050
       3283.0260    0.0088600000    0.0053940000       1.2103950
       3283.2670    0.0088400000    0.0053810000       1.2103500
       3283.5080    0.0088100000    0.0053630000       1.2103400
       3283.7490    0.0088000000    0.0053550000       1.2103420
       3283.9900    0.0088100000    0.0053620000       1.2103390
       3284.2310    0.0088100000    0.0053620000       1.2103270
       3284.4720    0.0088100000    0.0053610000       1.2103150
       3284.7130    0.0087900000    0.0053490000       1.2102970
       3284.9540    0.0087500000    0.0053240000       1.2102930
       3285.1950    0.0087200000    0.0053040000       1.2103120
       3285.4360    0.0087400000    0.0053160000       1.2103380
       3285.6770    0.0087800000    0.0053410000       1.2103310
       3285.9180    0.0087900000    0.0053460000       1.2103070
       3286.1590    0.0087600000    0.0053270000       1.2102850
       3286.4000    0.0087100000    0.0052970000       1.2102830
       3286.6420    0.0087100000    0.0052970000       1.2103400
       3286.8830    0.0087200000    0.0053020000       1.2103360
       3287.1240    0.0087400000    0.0053140000       1.2103450
       3287.3650    0.0087600000    0.0053260000       1.2103400
       3287.6060    0.0087700000    0.0053310000       1.2103350
       3287.8470    0.0087800000    0.0053370000       1.2103320
       3288.0880    0.0087900000    0.0053440000       1.2103230
       3288.3290    0.0087900000    0.0053420000       1.2103150
       3288.5700    0.0088000000    0.0053480000       1.2103100
       3288.8110    0.0088000000    0.0053470000       1.2102900
       3289.0520    0.0087700000    0.0053290000       1.2102800
       3289.2930    0.0087500000    0.0053150000       1.2102860
       3289.5340    0.0087400000    0.0053100000       1.2102950
       3289.7750    0.0087500000    0.0053160000       1.2103030
       3290.0160    0.0087600000    0.0053220000       1.2102870
       3290.2580    0.0087600000    0.0053200000       1.2103210
       3290.4990    0.0087700000    0.0053260000       1.2103150
       3290.7400    0.0088000000    0.0053440000       1.2103120
       3290.9810    0.0088200000    0.0053560000       1.2102920
       3291.2220    0.0088200000    0.0053550000       1.2102680
       3291.4630    0.0087900000    0.0053370000       1.2102470
       3291.7040    0.0087500000    0.0053130000       1.2102410
       3291.9450    0.0087100000    0.0052880000       1.2102480
       3292.1860    0.0086900000    0.0052750000       1.2102760
       3292.4270    0.0087200000    0.0052930000       1.2102960
       3292.6680    0.0087500000    0.0053110000       1.2102890
       3292.9090    0.0087500000    0.0053100000       1.2102750
       3293.1500    0.0087300000    0.0052980000       1.2102780
       3293.3910    0.0087400000    0.0053040000       1.2102910
       3293.6320    0.0087700000    0.0053220000       1.2102900
       3293.8730    0.0087900000    0.0053330000       1.2102600
       3294.1150    0.0087900000    0.0053320000       1.2102900
       3294.3550    0.0087700000    0.0053210000       1.2102170
       3294.5970    0.0087600000    0.0053150000       1.2102620
       3294.8380    0.0087500000    0.0053080000       1.2102380
       3295.0790    0.0087300000    0.0052950000       1.2102350
       3295.3200    0.0087100000    0.0052820000       1.2102340
       3295.5610    0.0086900000    0.0052700000       1.2102420
       3295.8020    0.0086800000    0.0052640000       1.2102520
       3296.0430    0.0086800000    0.0052620000       1.2102660
       3296.2840    0.0087000000    0.0052740000       1.2102800
       3296.5250    0.0087300000    0.0052940000       1.2102750
       3296.7660    0.0087400000    0.0052990000       1.2102540
       3297.0070    0.0087100000    0.0052800000       1.2102390
       3297.2480    0.0086800000    0.0052610000       1.2102520
       3297.4890    0.0086900000    0.0052670000       1.2102700
       3297.7300    0.0087100000    0.0052780000       1.2102690
       3297.9710    0.0087200000    0.0052830000       1.2102640
       3298.2120    0.0087100000    0.0052780000       1.2102420
       3298.4540    0.0086900000    0.0052660000       1.2102840
       3298.6950    0.0087000000    0.0052700000       1.2102890
       3298.9360    0.0087300000    0.0052890000       1.2103000
       3299.1770    0.0087800000    0.0053180000       1.2102950
       3299.4180    0.0088200000    0.0053430000       1.2102660
       3299.6590    0.0088100000    0.0053370000       1.2102230
       3299.9000    0.0087600000    0.0053050000       1.2102000
       3300.1410    0.0087000000    0.0052690000       1.2102030
       3300.3820    0.0086700000    0.0052490000       1.2102310
       3300.6230    0.0086900000    0.0052620000       1.2102540
       3300.8640    0.0087100000    0.0052740000       1.2102540
       3301.1050    0.0087200000    0.0052800000       1.2102540
       3301.3460    0.0087300000    0.0052850000       1.2102510
       3301.5870    0.0087500000    0.0052960000       1.2102510
       3301.8280    0.0087700000    0.0053070000       1.2102220
       3302.0700    0.0087600000    0.0053010000       1.2102400
       3302.3110    0.0087400000    0.0052910000       1.2102170
       3302.5520    0.0087200000    0.0052780000       1.2102170
       3302.7930    0.0087200000    0.0052760000       1.2102240
       3303.0340    0.0087300000    0.0052820000       1.2102250
       3303.2750    0.0087400000    0.0052880000       1.2102180
       3303.5160    0.0087400000    0.0052880000       1.2102010
       3303.7570    0.0087100000    0.0052690000       1.2101840
       3303.9980    0.0086600000    0.0052380000       1.2101930
       3304.2390    0.0086500000    0.0052320000       1.2102280
       3304.4800    0.0087000000    0.0052620000       1.2102450
       3304.7210    0.0087500000    0.0052920000       1.2102250
       3304.9620    0.0087400000    0.0052860000       1.2101800
       3305.2030    0.0086600000    0.0052360000       1.2101700
       3305.4440    0.0086200000    0.0052110000       1.2101980
       3305.6860    0.0086500000    0.0052290000       1.2102670
       3305.9270    0.0087100000    0.0052660000       1.2102730
       3306.1670    0.0087500000    0.0052900000       1.2102000
       3306.4090    0.0087400000    0.0052830000       1.2102180
       3306.6500    0.0087100000    0.0052630000       1.2102020
       3306.8910    0.0087000000    0.0052580000       1.2102090
       3307.1320    0.0087000000    0.0052570000       1.2102210
       3307.3730    0.0087400000    0.0052830000       1.2102270
       3307.6140    0.0087700000    0.0052990000       1.2102020
       3307.8550    0.0087700000    0.0052990000       1.2101740
       3308.0960    0.0087300000    0.0052740000       1.2101500
       3308.3370    0.0086900000    0.0052490000       1.2101570
       3308.5780    0.0086800000    0.0052440000       1.2101680
       3308.8190    0.0086900000    0.0052500000       1.2101690
       3309.0600    0.0086800000    0.0052430000       1.2101540
       3309.3010    0.0086500000    0.0052240000       1.2101570
       3309.5420    0.0086400000    0.0052170000       1.2101700
       3309.7830    0.0086500000    0.0052220000       1.2101710
       3310.0250    0.0086700000    0.0052350000       1.2102070
       3310.2660    0.0086900000    0.0052460000       1.2101870
       3310.5070    0.0087000000    0.0052520000       1.2101710
       3310.7480    0.0086900000    0.0052450000       1.2101500
       3310.9890    0.0086500000    0.0052210000       1.2101370
       3311.2300    0.0086100000    0.0051960000       1.2101510
       3311.4710    0.0086100000    0.0051960000       1.2101700
       3311.7120    0.0086200000    0.0052020000       1.2101740
       3311.9530    0.0086200000    0.0052000000       1.2101760
       3312.1940    0.0086200000    0.0052000000       1.2101870
       3312.4350    0.0086400000    0.0052120000       1.2101950
       3312.6760    0.0086700000    0.0052300000       1.2101930
       3312.9170    0.0086900000    0.0052420000       1.2101710
       3313.1580    0.0086700000    0.0052290000       1.2101520
       3313.3990    0.0086500000    0.0052180000       1.2101540
       3313.6400    0.0086500000    0.0052170000       1.2101430
       3313.8820    0.0086600000    0.0052220000       1.2101740
       3314.1230    0.0086600000    0.0052210000       1.2101500
       3314.3640    0.0086500000    0.0052160000       1.2101440
       3314.6050    0.0086400000    0.0052090000       1.2101330
       3314.8460    0.0086100000    0.0051920000       1.2101310
       3315.0870    0.0086000000    0.0051840000       1.2101420
       3315.3280    0.0086100000    0.0051900000       1.2101500
       3315.5690    0.0086300000    0.0052020000       1.2101420
       3315.8100    0.0086200000    0.0051960000       1.2101170
       3316.0510    0.0085700000    0.0051650000       1.2101080
       3316.2920    0.0085300000    0.0051400000       1.2101300
       3316.5330    0.0085400000    0.0051470000       1.2101550
       3316.7740    0.0085600000    0.0051580000       1.2101530
       3317.0150    0.0085600000    0.0051580000       1.2101490
       3317.2560    0.0085400000    0.0051450000       1.2101310
       3317.4980    0.0085100000    0.0051270000       1.2101830
       3317.7390    0.0085200000    0.0051320000       1.2101990
       3317.9800    0.0085600000    0.0051560000       1.2102240
       3318.2210    0.0086300000    0.0051980000       1.2102250
       3318.4620    0.0086900000    0.0052330000       1.2101970
       3318.7030    0.0087000000    0.0052400000       1.2101460
       3318.9440    0.0086400000    0.0052020000       1.2101130
       3319.1850    0.0085800000    0.0051660000       1.2101250
       3319.4260    0.0085700000    0.0051600000       1.2101500
       3319.6670    0.0086000000    0.0051770000       1.2101620
       3319.9080    0.0086200000    0.0051890000       1.2101510
       3320.1490    0.0086200000    0.0051880000       1.2101410
       3320.3900    0.0086100000    0.0051830000       1.2101370
       3320.6310    0.0086200000    0.0051870000       1.2101380
       3320.8720    0.0086300000    0.0051940000       1.2101150
       3321.1140    0.0086300000    0.0051930000       1.2101440
       3321.3540    0.0086100000    0.0051800000       1.2100820
       3321.5950    0.0085800000    0.0051620000       1.2100780
       3321.8370    0.0085500000    0.0051440000       1.2101180
       3322.0780    0.0085500000    0.0051430000       1.2101270
       3322.3190    0.0085900000    0.0051670000       1.2101290
       3322.5600    0.0086100000    0.0051790000       1.2100970
       3322.8010    0.0085600000    0.0051490000       1.2100650
       3323.0420    0.0084900000    0.0051060000       1.2100740
       3323.2830    0.0084600000    0.0050870000       1.2101070
       3323.5240    0.0084800000    0.0051000000       1.2101380
       3323.7650    0.0085200000    0.0051230000       1.2101400
       3324.0060    0.0085300000    0.0051280000       1.2101320
       3324.2470    0.0085300000    0.0051280000       1.2101320
       3324.4880    0.0085400000    0.0051340000       1.2101330
       3324.7290    0.0085500000    0.0051390000       1.2101260
       3324.9700    0.0085600000    0.0051450000       1.2101220
       3325.2110    0.0085700000    0.0051500000       1.2100940
       3325.4530    0.0085600000    0.0051440000       1.2101120
       3325.6940    0.0085300000    0.0051260000       1.2100800
       3325.9350    0.0084700000    0.0050890000       1.2100900
       3326.1760    0.0084600000    0.0050820000       1.2101250
       3326.4170    0.0085000000    0.0051060000       1.2101500
       3326.6580    0.0085600000    0.0051420000       1.2101420
       3326.8990    0.0085700000    0.0051490000       1.2101120
       3327.1400    0.0085600000    0.0051410000       1.2100980
       3327.3810    0.0085500000    0.0051360000       1.2100920
       3327.6220    0.0085600000    0.0051410000       1.2100810
       3327.8630    0.0085400000    0.0051300000       1.2100520
       3328.1040    0.0084900000    0.0050980000       1.2100390
       3328.3450    0.0084300000    0.0050610000       1.2100460
       3328.5860    0.0083900000    0.0050370000       1.2100780
       3328.8270    0.0084000000    0.0050440000       1.2101140
       3329.0680    0.0084400000    0.0050680000       1.2101200
       3329.3100    0.0084900000    0.0050960000       1.2101510
       3329.5510    0.0085200000    0.0051150000       1.2101200
       3329.7920    0.0085200000    0.0051140000       1.2100920
       3330.0330    0.0084900000    0.0050950000       1.2100810
       3330.2740    0.0084800000    0.0050880000       1.2100830
       3330.5150    0.0084700000    0.0050820000       1.2100780
       3330.7560    0.0084500000    0.0050710000       1.2100790
       3330.9970    0.0084400000    0.0050640000       1.2100850
       3331.2380    0.0084400000    0.0050630000       1.2100950
       3331.4790    0.0084500000    0.0050700000       1.2100990
       3331.7200    0.0084600000    0.0050740000       1.2100970
       3331.9610    0.0084700000    0.0050800000       1.2100960
       3332.2020    0.0084800000    0.0050870000       1.2100870
       3332.4430    0.0084900000    0.0050910000       1.2100720
       3332.6840    0.0084700000    0.0050790000       1.2100390
       3332.9260    0.0084300000    0.0050550000       1.2100690
       3333.1670    0.0084100000    0.0050420000       1.2100720
       3333.4080    0.0084300000    0.0050540000       1.2100830
       3333.6490    0.0084400000    0.0050600000       1.2100670
       3333.8900    0.0084200000    0.0050470000       1.2100590
       3334.1310    0.0084000000    0.0050360000       1.2100600
       3334.3720    0.0083900000    0.0050300000       1.2100710
       3334.6130    0.0084100000    0.0050400000       1.2100730
       3334.8540    0.0084100000    0.0050390000       1.2100600
       3335.0950    0.0083900000    0.0050270000       1.2100520
       3335.3360    0.0083600000    0.0050090000       1.2100540
       3335.5770    0.0083500000    0.0050030000       1.2100680
       3335.8180    0.0083500000    0.0050020000       1.2100720
       3336.0590    0.0083500000    0.0050010000       1.2100820
       3336.3000    0.0083600000    0.0050070000       1.2100730
       3336.5420    0.0083600000    0.0050070000       1.2101160
       3336.7820    0.0083500000    0.0050020000       1.2100740
       3337.0230    0.0083600000    0.0050060000       1.2100920
       3337.2650    0.0084100000    0.0050360000       1.2101290
       3337.5060    0.0084500000    0.0050600000       1.2100860
       3337.7470    0.0084300000    0.0050470000       1.2100460
       3337.9880    0.0083700000    0.0050110000       1.2100310
       3338.2290    0.0083200000    0.0049800000       1.2100430
       3338.4700    0.0083000000    0.0049680000       1.2100700
       3338.7110    0.0083200000    0.0049790000       1.2100860
       3338.9520    0.0083300000    0.0049850000       1.2100900
       3339.1930    0.0083400000    0.0049910000       1.2100920
       3339.4340    0.0083400000    0.0049920000       1.2100910
       3339.6750    0.0083400000    0.0049900000       1.2100990
       3339.9160    0.0083600000    0.0050020000       1.2101160
       3340.1570    0.0084200000    0.0050380000       1.2101150
       3340.3980    0.0084700000    0.0050660000       1.2100830
       3340.6390    0.0084700000    0.0050660000       1.2100230
       3340.8810    0.0084100000    0.0050310000       1.2100250
       3341.1220    0.0083600000    0.0050000000       1.2100180
       3341.3630    0.0083500000    0.0049950000       1.2100240
       3341.6040    0.0083400000    0.0049880000       1.2100120
       3341.8450    0.0083000000    0.0049640000       1.2100060
       3342.0860    0.0082600000    0.0049390000       1.2100210
       3342.3270    0.0082600000    0.0049380000       1.2100520
       3342.5680    0.0083000000    0.0049630000       1.2100570
       3342.8090    0.0083100000    0.0049670000       1.2100370
       3343.0500    0.0082900000    0.0049550000       1.2100260
       3343.2910    0.0082600000    0.0049370000       1.2100250
       3343.5320    0.0082400000    0.0049250000       1.2100330
       3343.7730    0.0082200000    0.0049130000       1.2100470
       3344.0140    0.0082400000    0.0049230000       1.2100710
       3344.2550    0.0082800000    0.0049470000       1.2100690
       3344.4960    0.0083000000    0.0049600000       1.2100380
       3344.7380    0.0082800000    0.0049480000       1.2100410
       3344.9790    0.0082300000    0.0049170000       1.2100300
       3345.2200    0.0082200000    0.0049110000       1.2100500
       3345.4610    0.0082400000    0.0049220000       1.2100530
       3345.7020    0.0082400000    0.0049220000       1.2100390
       3345.9430    0.0082100000    0.0049030000       1.2100310
       3346.1840    0.0081700000    0.0048800000       1.2100440
       3346.4250    0.0081700000    0.0048790000       1.2100730
       3346.6660    0.0082000000    0.0048970000       1.2100830
       3346.9070    0.0082200000    0.0049070000       1.2100830
       3347.1480    0.0082400000    0.0049190000       1.2100790
       3347.3890    0.0082500000    0.0049260000       1.2100640
       3347.6300    0.0082300000    0.0049130000       1.2100490
       3347.8710    0.0082100000    0.0049010000       1.2100580
       3348.1120    0.0082200000    0.0049060000       1.2100550
       3348.3540    0.0082500000    0.0049230000       1.2100930
       3348.5940    0.0082400000    0.0049180000       1.2100080
       3348.8360    0.0081900000    0.0048880000       1.2100470
       3349.0770    0.0081600000    0.0048680000       1.2100560
       3349.3180    0.0081900000    0.0048850000       1.2100860
       3349.5590    0.0082400000    0.0049150000       1.2100760
       3349.8000    0.0082500000    0.0049220000       1.2100480
       3350.0410    0.0082200000    0.0049030000       1.2100240
       3350.2820    0.0081800000    0.0048800000       1.2100280
       3350.5230    0.0081700000    0.0048720000       1.2100340
       3350.7640    0.0081600000    0.0048670000       1.2100410
       3351.0050    0.0081700000    0.0048710000       1.2100440
       3351.2460    0.0081700000    0.0048720000       1.2100330
       3351.4870    0.0081400000    0.0048530000       1.2100200
       3351.7280    0.0080900000    0.0048230000       1.2100310
       3351.9690    0.0080700000    0.0048110000       1.2100640
       3352.2100    0.0081100000    0.0048340000       1.2100980
       3352.4510    0.0081800000    0.0048760000       1.2100780
       3352.6930    0.0081900000    0.0048820000       1.2100690
       3352.9340    0.0081300000    0.0048460000       1.2100390
       3353.1750    0.0080900000    0.0048200000       1.2100670
       3353.4160    0.0081100000    0.0048320000       1.2100980
       3353.6570    0.0081600000    0.0048630000       1.2101050
       3353.8980    0.0082000000    0.0048860000       1.2100890
       3354.1390    0.0082200000    0.0048970000       1.2100620
       3354.3800    0.0082000000    0.0048840000       1.2100310
       3354.6210    0.0081500000    0.0048550000       1.2100230
       3354.8620    0.0081200000    0.0048370000       1.2100350
       3355.1030    0.0081300000    0.0048410000       1.2100500
       3355.3440    0.0081500000    0.0048540000       1.2100400
       3355.5850    0.0081300000    0.0048410000       1.2100180
       3355.8260    0.0080800000    0.0048120000       1.2100190
       3356.0670    0.0080600000    0.0047980000       1.2100330
       3356.3090    0.0080800000    0.0048110000       1.2100830
       3356.5500    0.0081100000    0.0048290000       1.2100700
       3356.7910    0.0081200000    0.0048340000       1.2100530
       3357.0320    0.0081000000    0.0048210000       1.2100450
       3357.2730    0.0080900000    0.0048150000       1.2100500
       3357.5140    0.0080900000    0.0048150000       1.2100560
       3357.7550    0.0081100000    0.0048270000       1.2100560
       3357.9960    0.0081200000    0.0048320000       1.2100380
       3358.2370    0.0081000000    0.0048190000       1.2100180
       3358.4780    0.0080500000    0.0047900000       1.2100110
       3358.7190    0.0080000000    0.0047600000       1.2100310
       3358.9600    0.0080000000    0.0047600000       1.2100700
       3359.2010    0.0080600000    0.0047950000       1.2100870
       3359.4420    0.0081000000    0.0048180000       1.2100630
       3359.6830    0.0080900000    0.0048110000       1.2100410
       3359.9240    0.0080600000    0.0047930000       1.2100220
       3360.1660    0.0080500000    0.0047870000       1.2100750
       3360.4060    0.0080600000    0.0047930000       1.2100160
       3360.6480    0.0080500000    0.0047860000       1.2100510
       3360.8890    0.0080300000    0.0047750000       1.2100350
       3361.1300    0.0080100000    0.0047620000       1.2100430
       3361.3710    0.0080100000    0.0047620000       1.2100550
       3361.6120    0.0080200000    0.0047680000       1.2100630
       3361.8530    0.0080500000    0.0047840000       1.2100640
       3362.0940    0.0080700000    0.0047960000       1.2100430
       3362.3350    0.0080500000    0.0047840000       1.2100180
       3362.5760    0.0080000000    0.0047540000       1.2100070
       3362.8170    0.0079500000    0.0047250000       1.2100260
       3363.0580    0.0079500000    0.0047250000       1.2100560
       3363.2990    0.0079900000    0.0047480000       1.2100670
       3363.5400    0.0080100000    0.0047590000       1.2100460
       3363.7810    0.0079800000    0.0047420000       1.2100350
       3364.0220    0.0079600000    0.0047280000       1.2100340
       3364.2640    0.0079700000    0.0047330000       1.2100830
       3364.5050    0.0080000000    0.0047520000       1.2100710
       3364.7460    0.0080200000    0.0047630000       1.2100550
       3364.9870    0.0080100000    0.0047570000       1.2100290
       3365.2280    0.0079700000    0.0047330000       1.2100160
       3365.4690    0.0079200000    0.0047030000       1.2100210
       3365.7100    0.0078900000    0.0046850000       1.2100520
       3365.9510    0.0079200000    0.0047020000       1.2100810
       3366.1920    0.0079700000    0.0047320000       1.2100810
       3366.4330    0.0079900000    0.0047430000       1.2100530
       3366.6740    0.0079600000    0.0047240000       1.2100390
       3366.9150    0.0079400000    0.0047130000       1.2100430
       3367.1560    0.0079400000    0.0047110000       1.2100480
       3367.3970    0.0079400000    0.0047120000       1.2100370
       3367.6380    0.0079000000    0.0046880000       1.2100310
       3367.8790    0.0078600000    0.0046650000       1.2100400
       3368.1210    0.0078600000    0.0046640000       1.2101100
       3368.3620    0.0079300000    0.0047050000       1.2101290
       3368.6030    0.0080200000    0.0047580000       1.2101130
       3368.8440    0.0080700000    0.0047860000       1.2100600
       3369.0850    0.0080400000    0.0047680000       1.2099990
       3369.3260    0.0079500000    0.0047140000       1.2099680
       3369.5670    0.0078500000    0.0046550000       1.2099820
       3369.8080    0.0078100000    0.0046320000       1.2100280
       3370.0490    0.0078400000    0.0046490000       1.2100600
       3370.2900    0.0078800000    0.0046720000       1.2100560
       3370.5310    0.0078700000    0.0046660000       1.2100360
       3370.7720    0.0078300000    0.0046410000       1.2100390
       3371.0130    0.0078100000    0.0046290000       1.2100600
       3371.2540    0.0078200000    0.0046350000       1.2100810
       3371.4950    0.0078400000    0.0046470000       1.2100770
       3371.7370    0.0078500000    0.0046520000       1.2101130
       3371.9780    0.0078700000    0.0046640000       1.2101130
       3372.2190    0.0079100000    0.0046870000       1.2101140
       3372.4600    0.0079400000    0.0047050000       1.2101020
       3372.7010    0.0079700000    0.0047220000       1.2100860
       3372.9420    0.0079900000    0.0047340000       1.2100590
       3373.1830    0.0079900000    0.0047330000       1.2100200
       3373.4240    0.0079400000    0.0047040000       1.2099810
       3373.6650    0.0078600000    0.0046550000       1.2099700
       3373.9060    0.0077900000    0.0046130000       1.2099910
       3374.1470    0.0077800000    0.0046070000       1.2100260
       3374.3880    0.0078000000    0.0046180000       1.2100300
       3374.6290    0.0077800000    0.0046070000       1.2100240
       3374.8700    0.0077500000    0.0045880000       1.2100330
       3375.1110    0.0077400000    0.0045830000       1.2100600
       3375.3520    0.0077700000    0.0046000000       1.2100590
       3375.5940    0.0077800000    0.0046050000       1.2100930
       3375.8340    0.0077700000    0.0045990000       1.2100400
       3376.0760    0.0077600000    0.0045940000       1.2100860
       3376.3170    0.0077600000    0.0045930000       1.2100830
       3376.5580    0.0077700000    0.0045990000       1.2100880
       3376.7990    0.0077700000    0.0045990000       1.2100850
       3377.0400    0.0077700000    0.0045970000       1.2100890
       3377.2810    0.0077700000    0.0045980000       1.2100930
       3377.5220    0.0077700000    0.0045970000       1.2100960
       3377.7630    0.0077700000    0.0045960000       1.2101080
       3378.0040    0.0078000000    0.0046130000       1.2101210
       3378.2450    0.0078400000    0.0046380000       1.2101120
       3378.4860    0.0078500000    0.0046430000       1.2100880
       3378.7270    0.0078300000    0.0046310000       1.2100750
       3378.9680    0.0078100000    0.0046180000       1.2100760
       3379.2090    0.0078200000    0.0046240000       1.2100900
       3379.4500    0.0078500000    0.0046430000       1.2100670
       3379.6920    0.0078500000    0.0046410000       1.2100780
       3379.9330    0.0078400000    0.0046350000       1.2100540
       3380.1740    0.0078200000    0.0046230000       1.2100420
       3380.4150    0.0077900000    0.0046050000       1.2100380
       3380.6560    0.0077700000    0.0045930000       1.2100510
       3380.8970    0.0077900000    0.0046050000       1.2100640
       3381.1380    0.0078300000    0.0046270000       1.2100460
       3381.3790    0.0078100000    0.0046150000       1.2100050
       3381.6200    0.0077300000    0.0045680000       1.2099890
       3381.8610    0.0076600000    0.0045260000       1.2100160
       3382.1020    0.0076600000    0.0045250000       1.2100620
       3382.3430    0.0077100000    0.0045550000       1.2100740
       3382.5840    0.0077300000    0.0045660000       1.2100580
       3382.8250    0.0077100000    0.0045540000       1.2100460
       3383.0660    0.0076900000    0.0045410000       1.2100550
       3383.3070    0.0076900000    0.0045420000       1.2100540
       3383.5490    0.0077000000    0.0045470000       1.2100920
       3383.7900    0.0077200000    0.0045590000       1.2100820
       3384.0310    0.0077400000    0.0045710000       1.2100740
       3384.2720    0.0077500000    0.0045760000       1.2100530
       3384.5130    0.0077200000    0.0045590000       1.2100340
       3384.7540    0.0076900000    0.0045390000       1.2100360
       3384.9950    0.0076800000    0.0045340000       1.2100450
       3385.2360    0.0076900000    0.0045400000       1.2100410
       3385.4770    0.0076700000    0.0045270000       1.2100210
       3385.7180    0.0076100000    0.0044920000       1.2100230
       3385.9590    0.0075800000    0.0044730000       1.2100580
       3386.2000    0.0076200000    0.0044960000       1.2100860
       3386.4410    0.0076600000    0.0045200000       1.2100730
       3386.6820    0.0076500000    0.0045140000       1.2100520
       3386.9230    0.0076200000    0.0044950000       1.2100350
       3387.1650    0.0075900000    0.0044770000       1.2100710
       3387.4060    0.0075700000    0.0044650000       1.2100880
       3387.6460    0.0075700000    0.0044650000       1.2100690
       3387.8880    0.0075900000    0.0044770000       1.2101260
       3388.1290    0.0076200000    0.0044950000       1.2101190
       3388.3700    0.0076400000    0.0045050000       1.2101150
       3388.6110    0.0076500000    0.0045110000       1.2101170
       3388.8520    0.0076800000    0.0045290000       1.2101190
       3389.0930    0.0077300000    0.0045570000       1.2101030
       3389.3340    0.0077400000    0.0045630000       1.2100560
       3389.5750    0.0076800000    0.0045270000       1.2100250
       3389.8160    0.0076200000    0.0044910000       1.2100290
       3390.0570    0.0075900000    0.0044730000       1.2100520
       3390.2980    0.0076000000    0.0044810000       1.2100670
       3390.5390    0.0076100000    0.0044860000       1.2100630
       3390.7800    0.0076100000    0.0044840000       1.2100610
       3391.0210    0.0076100000    0.0044840000       1.2100580
       3391.2620    0.0076000000    0.0044790000       1.2100390
       3391.5040    0.0075800000    0.0044660000       1.2100680
       3391.7450    0.0075800000    0.0044650000       1.2100680
       3391.9860    0.0076000000    0.0044770000       1.2100620
       3392.2270    0.0075900000    0.0044700000       1.2100370
       3392.4680    0.0075300000    0.0044350000       1.2100260
       3392.7090    0.0074700000    0.0043990000       1.2100520
       3392.9500    0.0074700000    0.0044000000       1.2100950
       3393.1910    0.0075200000    0.0044280000       1.2101190
       3393.4320    0.0075700000    0.0044580000       1.2101120
       3393.6730    0.0075800000    0.0044630000       1.2100930
       3393.9140    0.0075800000    0.0044630000       1.2100900
       3394.1550    0.0075900000    0.0044700000       1.2100780
       3394.3960    0.0075800000    0.0044620000       1.2100630
       3394.6370    0.0075700000    0.0044550000       1.2100600
       3394.8780    0.0075600000    0.0044500000       1.2100430
       3395.1200    0.0075500000    0.0044430000       1.2100680
       3395.3610    0.0075400000    0.0044370000       1.2100510
       3395.6020    0.0075200000    0.0044250000       1.2100470
       3395.8430    0.0075100000    0.0044190000       1.2100470
       3396.0840    0.0074900000    0.0044080000       1.2100330
       3396.3250    0.0074300000    0.0043710000       1.2100330
       3396.5660    0.0073800000    0.0043400000       1.2100670
       3396.8070    0.0073800000    0.0043410000       1.2101190
       3397.0480    0.0074500000    0.0043820000       1.2101560
       3397.2890    0.0075400000    0.0044350000       1.2101510
       3397.5300    0.0075900000    0.0044640000       1.2101140
       3397.7710    0.0075900000    0.0044630000       1.2100790
       3398.0120    0.0075700000    0.0044520000       1.2100500
       3398.2530    0.0075300000    0.0044270000       1.2100340
       3398.4940    0.0075000000    0.0044100000       1.2100320
       3398.7350    0.0074700000    0.0043920000       1.2100190
       3398.9770    0.0074500000    0.0043800000       1.2100510
       3399.2180    0.0074200000    0.0043620000       1.2100400
       3399.4590    0.0073900000    0.0043450000       1.2100540
       3399.7000    0.0073800000    0.0043380000       1.2100780
       3399.9410    0.0074200000    0.0043600000       1.2100950
       3400.1820    0.0074400000    0.0043720000       1.2100740
       3400.4230    0.0074100000    0.0043530000       1.2100640
       3400.6640    0.0073700000    0.0043310000       1.2100770
       3400.9050    0.0073700000    0.0043310000       1.2101110
       3401.1460    0.0074300000    0.0043650000       1.2101290
       3401.3870    0.0074900000    0.0043990000       1.2101110
       3401.6280    0.0075000000    0.0044060000       1.2100740
       3401.8690    0.0074700000    0.0043880000       1.2100460
       3402.1100    0.0074300000    0.0043640000       1.2100390
       3402.3510    0.0074000000    0.0043470000       1.2100310
       3402.5930    0.0073800000    0.0043340000       1.2100770
